anio,provincia_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,Rendimiento_Real_kgxha,Rendimiento_Predicho_kgxha,Error_Absoluto_kgxha,Error_Relativo_pct,Provincia_Nombre
1978,6,224,224,250,1116,1355.98,239.98,21.5,Buenos Aires
2009,22,35000,33700,73140,2170,2247.14,77.14,3.56,Chaco
2019,90,200,200,500,2500,2696.53,196.53,7.86,Tucumán
2013,66,258000,247680,445824,1800,2017.68,217.68,12.09,Salta
1974,66,50,50,50,1000,1076.8,76.8,7.68,Salta
2012,42,49600,48600,48080,989,1204.37,215.37,21.78,La Pampa
2018,6,65000,58500,81450,1392,1413.36,21.36,1.53,Buenos Aires
2018,18,1875,1875,4913,2620,2573.3,46.7,1.78,Corrientes
2003,22,78000,74100,66700,900,878.19,21.81,2.42,Chaco
2019,6,28127,27895,81780,2932,2837.39,94.61,3.23,Buenos Aires
2016,6,9000,9000,27800,3089,2701.39,387.61,12.55,Buenos Aires
2007,22,20000,20000,43184,2159,2181.54,22.54,1.04,Chaco
1973,54,3000,2400,3820,1592,1439.97,152.03,9.55,Misiones
2001,30,25000,24800,55000,2218,2324.04,106.04,4.78,Entre Ríos
1986,42,150,50,70,1400,1393.21,6.79,0.48,La Pampa
2022,6,18100,12050,20525,1703,1622.0,81.0,4.76,Buenos Aires
2022,6,58470,58470,144153,2465,2532.25,67.25,2.73,Buenos Aires
2008,14,25500,24000,28700,1196,1309.06,113.06,9.45,Córdoba
1977,22,150,150,180,1200,1264.37,64.37,5.36,Chaco
2020,14,306350,301350,878050,2914,3117.88,203.88,7.0,Córdoba
2002,86,16000,16000,35500,2219,2256.09,37.09,1.67,Santiago del Estero
1982,14,110,110,200,1818,1738.08,79.92,4.4,Córdoba
2023,38,1127,1101,2533,2300,2028.05,271.95,11.82,Jujuy
1995,6,200,100,100,1000,1204.34,204.34,20.43,Buenos Aires
2020,42,101800,99800,275810,2764,2761.66,2.34,0.08,La Pampa
2012,6,51500,51500,182400,3542,3474.66,67.34,1.9,Buenos Aires
1979,30,3500,3350,4690,1400,1499.17,99.17,7.08,Entre Ríos
2005,6,98650,98650,288566,2925,2908.77,16.23,0.56,Buenos Aires
1975,86,50,20,20,1000,992.16,7.84,0.78,Santiago del Estero
2006,22,14000,12300,20910,1700,1873.73,173.73,10.22,Chaco
2022,6,3070,820,1312,1600,1522.45,77.55,4.85,Buenos Aires
2013,10,3400,2850,5130,1800,2336.07,536.07,29.78,Catamarca
2008,6,3400,3170,3572,1127,1530.17,403.17,35.77,Buenos Aires
2016,22,54000,45700,146240,3200,2875.56,324.44,10.14,Chaco
1995,6,29000,28100,44300,1577,1767.48,190.48,12.08,Buenos Aires
2003,42,11700,11350,18900,1665,2070.52,405.52,24.36,La Pampa
2010,6,21800,21550,49175,2282,2405.36,123.36,5.41,Buenos Aires
2002,30,149800,149000,399000,2678,2590.38,87.62,3.27,Entre Ríos
1987,14,190,190,380,2000,1701.84,298.16,14.91,Córdoba
2022,66,12356,12356,17724,1434,1696.96,262.96,18.34,Salta
1949,54,90,70,56,800,912.58,112.58,14.07,Misiones
1988,10,2500,2000,2000,1000,1290.66,290.66,29.07,Catamarca
1990,6,7500,7500,9000,1200,1475.4,275.4,22.95,Buenos Aires
2003,90,150,125,220,1760,2463.35,703.35,39.96,Tucumán
1979,30,200,190,266,1400,1432.64,32.64,2.33,Entre Ríos
2013,6,10800,10800,27360,2533,2572.41,39.41,1.56,Buenos Aires
2007,82,192700,192700,648919,3368,3318.72,49.28,1.46,Santa Fe
2019,22,65281,59824,189981,3176,3006.44,169.56,5.34,Chaco
2012,22,450,400,320,800,1684.43,884.43,110.55,Chaco
2015,6,15331,14731,55772,3786,3079.15,706.85,18.67,Buenos Aires
1995,22,11500,11500,17250,1500,1769.45,269.45,17.96,Chaco
2018,42,17500,16000,40643,2540,2436.5,103.5,4.07,La Pampa
2005,6,1900,1845,3801,2060,1850.49,209.51,10.17,Buenos Aires
2010,82,77000,70500,136300,1933,1975.29,42.29,2.19,Santa Fe
1996,34,120,120,120,1000,1273.92,273.92,27.39,Formosa
2013,6,51250,51150,179090,3501,3422.42,78.58,2.24,Buenos Aires
2010,30,15700,15700,39500,2516,2439.5,76.5,3.04,Entre Ríos
2023,6,31711,31711,76858,2424,2555.89,131.89,5.44,Buenos Aires
2020,18,30,30,78,2600,2427.68,172.32,6.63,Corrientes
1996,90,200,200,400,2000,1897.42,102.58,5.13,Tucumán
2009,6,24000,24000,72000,3000,2877.11,122.89,4.1,Buenos Aires
2019,22,200,198,356,1798,2487.15,689.15,38.33,Chaco
2023,6,60000,59200,175150,2959,2953.57,5.43,0.18,Buenos Aires
1955,54,20,10,10,1000,914.58,85.42,8.54,Misiones
1976,30,80,75,109,1453,1339.52,113.48,7.81,Entre Ríos
2022,86,85000,85000,147500,1735,1800.44,65.44,3.77,Santiago del Estero
2014,30,140000,140000,368000,2629,2659.22,30.22,1.15,Entre Ríos
2005,6,2200,2170,4751,2189,1795.32,393.68,17.98,Buenos Aires
2007,30,33000,31950,68490,2144,2224.65,80.65,3.76,Entre Ríos
1983,82,3500,3500,7000,2000,1907.59,92.41,4.62,Santa Fe
1995,86,15000,14300,17000,1189,1537.16,348.16,29.28,Santiago del Estero
1959,54,7,6,6,1000,939.59,60.41,6.04,Misiones
1976,6,300,230,368,1600,1508.53,91.47,5.72,Buenos Aires
2000,66,185000,183000,411800,2250,2286.1,36.1,1.6,Salta
1981,86,400,400,840,2100,1865.01,234.99,11.19,Santiago del Estero
2009,6,162000,162000,466800,2881,2921.51,40.51,1.41,Buenos Aires
2001,86,10161,10161,19400,1909,2127.34,218.34,11.44,Santiago del Estero
1973,6,10000,9500,17000,1789,1699.45,89.55,5.01,Buenos Aires
2000,14,333,301,415,1379,1760.43,381.43,27.66,Córdoba
2019,82,538500,538500,2024850,3760,3520.5,239.5,6.37,Santa Fe
1990,6,300,300,400,1333,1541.23,208.23,15.62,Buenos Aires
2023,30,25000,25000,63520,2541,2179.53,361.47,14.23,Entre Ríos
2010,82,155000,154500,326950,2116,2170.93,54.93,2.6,Santa Fe
2018,6,26688,25651,78988,3079,2985.03,93.97,3.05,Buenos Aires
2020,30,109500,109300,188920,1728,1797.65,69.65,4.03,Entre Ríos
2015,6,49500,49500,165000,3333,3340.99,7.99,0.24,Buenos Aires
2005,6,89000,81700,117412,1437,1517.7,80.7,5.62,Buenos Aires
1989,6,1300,1300,2400,1846,1789.76,56.24,3.05,Buenos Aires
1986,82,12000,11500,20700,1800,1950.74,150.74,8.37,Santa Fe
2011,22,13000,9000,6300,700,1283.23,583.23,83.32,Chaco
1979,42,500,400,340,850,1157.93,307.93,36.23,La Pampa
1992,6,62200,56400,91700,1626,1728.59,102.59,6.31,Buenos Aires
1991,86,2800,2800,7400,2643,2313.45,329.55,12.47,Santiago del Estero
2007,6,86500,83500,152592,1827,1901.87,74.87,4.1,Buenos Aires
2018,54,90,90,252,2800,2591.81,208.19,7.44,Misiones
1974,54,500,500,700,1400,1377.3,22.7,1.62,Misiones
1984,10,80,80,120,1500,1510.29,10.29,0.69,Catamarca
1978,66,9400,9400,14560,1549,1742.17,193.17,12.47,Salta
2017,6,87860,77880,208453,2677,2589.29,87.71,3.28,Buenos Aires
1982,82,108000,94000,130000,1383,1590.57,207.57,15.01,Santa Fe
1985,6,200,130,200,1538,1504.54,33.46,2.18,Buenos Aires
2019,66,125,125,313,2504,2550.27,46.27,1.85,Salta
1979,18,300,295,435,1475,1463.12,11.88,0.81,Corrientes
2015,82,203380,163380,336084,2057,2012.26,44.74,2.18,Santa Fe
2014,30,43000,42300,124140,2935,2912.39,22.61,0.77,Entre Ríos
2005,6,55000,53200,172527,3243,3134.78,108.22,3.34,Buenos Aires
2023,6,41000,38500,114275,2968,3035.86,67.86,2.29,Buenos Aires
2016,6,22800,22800,60840,2668,2697.81,29.81,1.12,Buenos Aires
2002,6,55000,53800,166000,3086,3062.86,23.14,0.75,Buenos Aires
1999,18,400,400,900,2250,1829.77,420.23,18.68,Corrientes
2003,86,17000,17000,32300,1900,2017.8,117.8,6.2,Santiago del Estero
1963,54,130,70,59,843,941.22,98.22,11.65,Misiones
2023,6,4100,4100,11530,2812,2584.75,227.25,8.08,Buenos Aires
1973,82,100,100,100,1000,1112.06,112.06,11.21,Santa Fe
1996,90,2500,2500,5500,2200,2026.4,173.6,7.89,Tucumán
2008,38,3600,3600,8280,2300,2150.33,149.67,6.51,Jujuy
2003,30,28500,28500,41550,1458,1658.68,200.68,13.76,Entre Ríos
1975,22,180,180,220,1222,1343.44,121.44,9.94,Chaco
1961,82,20,20,22,1100,1113.55,13.55,1.23,Santa Fe
2018,22,12600,10900,29734,2728,2437.08,290.92,10.66,Chaco
1997,6,18800,18800,52000,2766,2583.91,182.09,6.58,Buenos Aires
2023,14,290750,290750,860426,2959,3128.87,169.87,5.74,Córdoba
1942,6,2,0,0,0,0.0,0.0,,Buenos Aires
1988,42,3600,3400,4050,1191,1401.79,210.79,17.7,La Pampa
1990,86,12000,10000,16000,1600,1690.48,90.48,5.65,Santiago del Estero
2011,66,52400,52397,73356,1400,1435.95,35.95,2.57,Salta
2013,66,1120,1085,1953,1800,2367.04,567.04,31.5,Salta
2007,22,80000,80000,191928,2399,2449.05,50.05,2.09,Chaco
